path	type	classification	rationale	linked_observations
/docs-guide/GOVERNANCE.md	md	production-tree-internal	Governance marker for docs-guide. Mintignored via **/*.md
/docs-guide/.allowlist	dotfile	production-tree-internal	Allowlist for docs-guide
/docs-guide/index.mdx	mdx	production-rendered	Canonical docs-as-infrastructure overview; imported by v2/resources/documentation-guide/index.mdx	2 broken redirects target /docs-guide/index but it is not routed
/docs-guide/notes.mdx	mdx	archive-candidate	Personal scratchpad (Ally's Notes); not in docs.json; no v2 wrapper imports it	Move to docs-guide/_workspace/
/docs-guide/overview.mdx	mdx	needs-collab	Unclear vs index.mdx and documentation-overview.mdx; not in docs.json	Track A Session 2 noted documentation-overview retirement blocked
/docs-guide/docs-glossary.md	md	production-tree-internal	Internal glossary corpus. D-GLOS-01 names different canonical path (operations/scripts/generators/content/data/glossary-terms.json)
/docs-guide/source-of-truth-guide.mdx	mdx	production-rendered	Imported by v2/resources/documentation-guide/source-of-truth-guide.mdx	Redirect to /docs-guide/index is broken
/docs-guide/composables/	empty-dir	cut-candidate	Empty directory created 2026-05-18; no contents; no consumers
/docs-guide/canonical/frontmatter.md	md	production-tree-internal	Canonical frontmatter rules. md = mintignored
/docs-guide/canonical/collation-data/Mintlify/index.md	md	production-tree-internal	Mintlify source inventory
/docs-guide/canonical/collation-data/Mintlify/mintlify-canonical-consumers.json	json	production-tree-internal	Mintlify canonical consumer registry
/docs-guide/canonical/collation-data/Mintlify/mintlify-repo-best-practices.md	md	gold-candidate	Canonical Mintlify constraints reference. Cited from CLAUDE.md
/docs-guide/canonical/collation-data/Mintlify/dep-files/snippets/snippetsWiki/mintlify-behaviour.mdx	mdx	archive-candidate	Stale snapshot copy of file from snippets/	No sync mechanism
/docs-guide/canonical/collation-data/Mintlify/dep-files/workspace/reports/style-css-token-audit.md	md	archive-candidate	Stale snapshot copy
/docs-guide/canonical/collation-data/Mintlify/dep-files/workspace/reports/component-infrastructure-state.md	md	archive-candidate	Stale snapshot copy
/docs-guide/canonical/collation-data/Mintlify/dep-files/workspace/reports/performance/css-audit-report.md	md	archive-candidate	Stale snapshot copy
/docs-guide/canonical/collation-data/Mintlify/dep-files/workspace/thread-outputs/research/mintlify-constraints-reference.md	md	archive-candidate	Stale snapshot copy; original may have moved
/docs-guide/canonical/collation-data/Mintlify/dep-files/workspace/thread-outputs/research/styles-gap-analysis.md	md	archive-candidate	Stale snapshot copy
/docs-guide/canonical/collation-data/Mintlify/dep-files/operations/scripts/x-archive/*-README.mdx (3 files)	mdx	archive-candidate	Snapshots of files already in x-archive	Double archive
/docs-guide/canonical/collation-data/Mintlify/dep-files/v2/_workspace/archive/style.css	css	archive-candidate	Snapshot of workspace archive file
/docs-guide/canonical/collation-data/Mintlify/dep-files/v2/_workspace/archive/p1-cleanup/style.css	css	archive-candidate	Snapshot of workspace archive file
/docs-guide/catalog/components-catalog.mdx	mdx	production-rendered	Auto-generated; hand-edits will be overwritten
/docs-guide/catalog/pages-catalog.mdx	mdx	production-rendered	Auto-generated	Modified in working tree
/docs-guide/catalog/scripts-catalog.mdx	mdx	production-rendered	Auto-generated
/docs-guide/catalog/templates-catalog.mdx	mdx	production-rendered	Auto-generated
/docs-guide/catalog/ui-templates.mdx	mdx	production-rendered	Auto-generated
/docs-guide/catalog/workflows-catalog.mdx	mdx	production-rendered	Auto-generated
/docs-guide/config/ai-companion-manifest.json	json	production-tree-internal	AI companion manifest
/docs-guide/config/ai-companion-schema.json	json	production-tree-internal	Schema
/docs-guide/config/component-registry-schema.json	json	production-tree-internal	Schema
/docs-guide/config/component-registry.json	json	production-tree-internal	Generated component registry
/docs-guide/config/component-usage-map.json	json	production-tree-internal	Generated usage map
/docs-guide/contributing/agent-instructions.mdx	mdx	production-rendered	Imported by v2 wrapper
/docs-guide/contributing/community-help.mdx	mdx	production-rendered	Created Session 2; 80+ community help opportunities
/docs-guide/contributing/contributing.mdx	mdx	production-rendered	Imported by v2 wrapper
/docs-guide/contributing/git-hooks.mdx	mdx	production-rendered	Imported by v2 wrapper
/docs-guide/contributing/local-preview.mdx	mdx	production-rendered	Imported by v2 wrapper
/docs-guide/contributing/mintlify.mdx	mdx	production-rendered	Imported by v2 wrapper
/docs-guide/decisions/docs-guide-structure.md	md	production-tree-internal	D-DG-01..D-DG-13 decisions
/docs-guide/decisions/glossary-boundary.md	md	production-tree-internal	D-GLOS-01 decision
/docs-guide/decisions/registry.md	md	production-tree-internal	Unified decision registry
/docs-guide/docs-library/index.mdx	mdx	production-rendered	Docs library landing
/docs-guide/docs-library/pipelines/component-health.mdx	mdx	production-rendered	Pipeline concern page
/docs-guide/docs-library/pipelines/content-quality.mdx	mdx	production-rendered	Pipeline concern page
/docs-guide/docs-library/pipelines/copy-brand.mdx	mdx	production-rendered	Pipeline concern page
/docs-guide/docs-library/pipelines/data-integration.mdx	mdx	production-rendered	Pipeline concern page
/docs-guide/docs-library/pipelines/discoverability.mdx	mdx	production-rendered	Pipeline concern page
/docs-guide/docs-library/pipelines/governance-compliance.mdx	mdx	production-rendered	Pipeline concern page
/docs-guide/features/adaptive-architecture.mdx	mdx	production-rendered	Track A: current with known gaps
/docs-guide/features/ai-features.mdx	mdx	production-rendered	Track A: current with inventory drift	Modified in working tree
/docs-guide/features/architecture-map.mdx	mdx	production-rendered	Track A: stale metadata; no lastVerified
/docs-guide/features/automations.mdx	mdx	production-rendered	Track A: current with count drift	Modified in working tree
/docs-guide/features/contracts-pipeline.mdx	mdx	needs-collab	Track A: stale metadata; merge candidate into data-integrations.mdx
/docs-guide/features/contributor-tools.mdx	mdx	production-rendered	Track A: current; absorbed dev-tools content Session 2
/docs-guide/features/data-integrations.mdx	mdx	production-rendered	Track A: current	Modified in working tree
/docs-guide/features/feature-map.mdx	mdx	production-rendered	Track A: current with count drift	Modified in working tree
/docs-guide/features/gap-analysis.mdx	mdx	production-rendered	Track A: current; community-help queue
/docs-guide/features/ui-system.mdx	mdx	production-rendered	Track A: current with archive debt	Modified in working tree
/docs-guide/features/visual-explainer-workflows.mdx	mdx	needs-collab	Track A: pilot/legacy; promote or archive
/docs-guide/frameworks/ai-tools-governance.mdx	mdx	production-rendered	Active; D-DG-09 pending rename to ai-tools-framework.mdx
/docs-guide/frameworks/checks-framework.mdx	mdx	production-rendered	Active
/docs-guide/frameworks/component-framework-canonical.mdx	mdx	production-rendered	Active canonical	Modified in working tree
/docs-guide/frameworks/component-governance.mdx	mdx	archive-candidate	Track A: D-DG-08 retires this duplicate
/docs-guide/frameworks/content-system.mdx	mdx	production-rendered	Active
/docs-guide/frameworks/content-writing.mdx	mdx	production-rendered	Active
/docs-guide/frameworks/dispatch-pipelines.mdx	mdx	production-rendered	Active
/docs-guide/frameworks/doc-item-model.mdx	mdx	production-rendered	Locked
/docs-guide/frameworks/file-placement.mdx	mdx	production-rendered	Active
/docs-guide/frameworks/github-actions.mdx	mdx	production-rendered	Active; phase 6 pending
/docs-guide/frameworks/page-composition-framework.mdx	mdx	needs-collab	Track A: status:draft
/docs-guide/frameworks/page-taxonomy-framework.mdx	mdx	needs-collab	Track A: metadata incomplete
/docs-guide/frameworks/repo-structure.mdx	mdx	production-rendered	Active/locked
/docs-guide/frameworks/research-skill-workflow.mdx	mdx	production-rendered	Active
/docs-guide/frameworks/script-framework.mdx	mdx	production-rendered	Active
/docs-guide/frameworks/styles-engineering-guide.mdx	mdx	production-rendered	Active
/docs-guide/policies/agent-governance-framework.mdx	mdx	production-rendered	D-DG-09 pending rename
/docs-guide/policies/audit-system-overview.mdx	mdx	production-rendered	Active
/docs-guide/policies/cleanup-quarantine-policy.mdx	mdx	production-rendered	Active
/docs-guide/policies/component-layout-decisions.mdx	mdx	production-rendered	Active
/docs-guide/policies/docs-guide-structure-policy.mdx	mdx	production-rendered	D-DG-01..D-DG-13 implementation
/docs-guide/policies/generated-artifact-and-hook-governance.mdx	mdx	production-rendered	Active
/docs-guide/policies/governance-index.mdx	mdx	production-rendered	Active	Redirect to /docs-guide/index is broken
/docs-guide/policies/infrastructure-principles.mdx	mdx	production-rendered	Active
/docs-guide/policies/ownerless-governance.mdx	mdx	production-rendered	Active
/docs-guide/policies/quality-gates.mdx	mdx	production-rendered	Active
/docs-guide/policies/root-allowlist-governance.mdx	mdx	production-rendered	Active
/docs-guide/policies/script-governance.mdx	mdx	archive-candidate	D-DG-08: legacy duplicate; retire
/docs-guide/policies/skill-pipeline-map.mdx	mdx	production-rendered	Active
/docs-guide/policies/snippets-assets-policy.mdx	mdx	production-rendered	Active
/docs-guide/policies/source-of-truth-policy.mdx	mdx	production-rendered	Active
/docs-guide/policies/v2-folder-governance.mdx	mdx	production-rendered	Active
/docs-guide/policies/workspace-lifecycle-policy.mdx	mdx	production-rendered	Active
/docs-guide/repo-ops/config/.env.example	env	needs-collab	Possible duplicate of root /.env.example
/docs-guide/repo-ops/config/repo-config-map.mdx	mdx	production-rendered	Repo config map
/docs-guide/repo-ops/config/repo-governance-map.mdx	mdx	production-rendered	Track A: stale generated; regenerate
/docs-guide/repo-ops/config/root-governance-map.mdx	mdx	production-rendered	Active
/docs-guide/repo-ops/maps/enforcement-map.mdx	mdx	production-rendered	Track A: current unknown
/docs-guide/repo-ops/secrets/solutions-secrets.mdx	mdx	production-rendered	Solutions pipeline secrets reference
/docs-guide/standards/authoring-standard.mdx	mdx	production-rendered	Active
/docs-guide/standards/frontmatter.mdx	mdx	production-rendered	Active
/docs-guide/standards/naming-conventions.mdx	mdx	production-rendered	Active
/docs-guide/standards/voice-and-copy.mdx	mdx	production-rendered	Canonical; absorbed voice-rules Session 2
/docs-guide/standards/voice-rules.mdx	mdx	archive-candidate	Already a retired-pointer (Session 2)
/docs-guide/tooling/ai-tools.mdx	mdx	production-rendered	Active
/docs-guide/tooling/content-brief-template.md	md	production-rendered	Explicit un-ignore in .mintignore (referenced in nav)
/docs-guide/tooling/dev-tools.mdx	mdx	archive-candidate	Already a retired-pointer (Session 2)	Modified in working tree
/docs-guide/tooling/lpd-cli.mdx	mdx	production-rendered	Active
/docs-guide/tooling/lpd-mdx-preview.mdx	mdx	production-rendered	Active	Modified in working tree
/docs-guide/tooling/mintlify-built-ins.mdx	mdx	production-rendered	Created Session 2
/docs-guide/tooling/reference-maps/badge-map.mdx	mdx	production-rendered	Active
/docs-guide/tooling/reference-maps/icon-map.mdx	mdx	production-rendered	Active
/docs-guide/tooling/research-review-packet-plan-template.md	md	production-tree-internal	Template, md = mintignored
/docs-guide/tooling/research-to-implementation-plan-template.md	md	production-tree-internal	Template
